"iGEM_ID";"Uniprot_id";"Part_Locus";"Protein_Locus"
"BBa_K2158003";"P25335";"1---1029";"1---343"
"BBa_K216000";"P12744";"1---984";"1---318"
"BBa_K2160000";"A3DJ77";"17---1045";"1---343"
"BBa_K2165000";"Q9S3U9";"64---1287";"22---429"
"BBa_K2165001";"Q9S3U8";"1---1119";"1---373"
"BBa_K2168000";"P0A9E0";"879---4";"1---292"
"BBa_K2168000";"P39180";"1243---4371";"3---1039"
"BBa_K2168001";"P0A9E0";"879---4";"1---292"
"BBa_K2168001";"P39180";"1243---4371";"3---1039"
"BBa_K2168001";"P42212";"4402---5115";"1---238"
"BBa_K2170220";"Q7BSW5";"7---912";"999---1300"
"BBa_K2171000";"J7M799";"1267---1977";"1---237"
"BBa_K2171000";"P03023";"1083---4";"1---360"
"BBa_K2171001";"A0A0E4AVP3";"1267---2085";"1---273"
"BBa_K2171001";"P03023";"1083---4";"1---360"
"BBa_K2171002";"A0A1D1V3Z0";"1270---1887";"31---236"
"BBa_K2171002";"P03023";"1083---4";"1---360"
"BBa_K2171003";"J7MAN2";"1282---1785";"4---174"
"BBa_K2171003";"P03023";"1083---4";"1---360"
"BBa_K2171004";"J7MAN2";"1270---1734";"20---174"
"BBa_K2171004";"P03023";"1083---4";"1---360"
"BBa_K2172005";"P08515";"75---728";"1---218"
"BBa_K2172005";"P42212";"756---1469";"1---238"
"BBa_K2172009";"P08515";"75---728";"1---218"
"BBa_K2172009";"P42212";"756---1469";"1---238"
"BBa_K2180005";"Q95P04";"4---666";"1---221"
"BBa_K2180009";"P03023";"10---1089";"1---360"
"BBa_K2180012";"P03023";"209---1288";"1---360"
"BBa_K2180012";"Q95P04";"1744---2406";"1---221"
"BBa_K218015";"P0C5S5";"1---1359";"1---453"
"BBa_K218019";"P0C5S5";"1---1359";"1---453"
"BBa_K2185004";"P36924";"1---1638";"1---546"
"BBa_K2187002";"A0A0K8P6T7";"1---870";"1---290"
"BBa_K2187003";"A0A0K8P8E7";"111---1919";"1---603"
"BBa_K2194000";"P0AGE8";"11---574";"1---188"
"BBa_K2194001";"P0AG79";"11---997";"1---329"
"BBa_K2194003";"P16676";"2725---3819";"1---365"
"BBa_K2194003";"P16700";"71---1024";"21---338"
"BBa_K2195000";"P0DOW4";"1---969";"1---323"
"BBa_K2195005";"P0DOW4";"227---1195";"1---323"
"BBa_K2195008";"Q9RTE6";"227---1141";"1---305"
"BBa_K2198000";"P0A111";"88---1431";"2---449"
"BBa_K2198001";"P0A113";"101---667";"6---194"
"BBa_K2198002";"O52384";"88---861";"2---259"
"BBa_K2198003";"P06622";"88---1005";"2---307"
"BBa_K2198004";"Q79EM8";"88---1080";"2---332"
"BBa_K2199001";"P0A9G3";"1---903";"1---301"
"BBa_K2200005";"Q99ZW2";"1---4104";"1---1368"
"BBa_K2200007";"P04386";"1---459";"1---153"
"BBa_K2200007";"Q04206";"454---1233";"287---546"
"BBa_K220001";"Q83WC4";"819---25";"1---265"
"BBa_K220002";"Q83WC4";"819---25";"1---265"
"BBa_K220003";"P54570";"1---552";"2---185"
"BBa_K2201002";"P42212";"1802---2515";"1---238"
"BBa_K2201003";"P42212";"1610---2323";"1---238"
"BBa_K2201010";"Q99ZW2";"2017---6120";"1---1368"
"BBa_K2201011";"P42212";"1715---2428";"1---238"
"BBa_K2201012";"P42212";"1778---2491";"1---238"
"BBa_K2201013";"P42212";"1802---2515";"1---238"
"BBa_K2201017";"P05655";"833---2164";"30---473"
"BBa_K2201023";"Q99ZW2";"1---4095";"1---1365"
"BBa_K2201026";"Q9U6Y8";"62---724";"1---221"
"BBa_K2201027";"Q99ZW2";"1930---6033";"1---1368"
"BBa_K2201030";"Q99ZW2";"1---4104";"1---1368"
"BBa_K2201200";"Q57834";"233---1144";"1---304"
"BBa_K2201205";"Q6WRH6";"85---1341";"1---419"
"BBa_K2201207";"Q57834";"259---1155";"6---304"
"BBa_K2201220";"P22629";"748---1128";"37---163"
"BBa_K2201220";"P42212";"1---714";"1---238"
"BBa_K2201221";"P22629";"748---1128";"37---163"
"BBa_K2201221";"P42212";"1---714";"1---238"
"BBa_K2201260";"O85040";"1082---2500";"1---473"
"BBa_K2201261";"O85040";"370---1788";"1---473"
"BBa_K2201262";"O85040";"379---1797";"1---473"
"BBa_K2201263";"O85040";"370---1788";"1---473"
"BBa_K2201264";"O85040";"379---1797";"1---473"
"BBa_K2201265";"O85040";"370---1788";"1---473"
"BBa_K2201266";"O85040";"379---1797";"1---473"
"BBa_K2201267";"O85040";"379---1797";"1---473"
"BBa_K2201300";"Q57834";"84---980";"1---306"
"BBa_K2201301";"Q57834";"84---980";"1---306"
"BBa_K2201302";"Q57834";"84---980";"1---306"
"BBa_K2201400";"Q57834";"84---1001";"1---306"
"BBa_K2201406";"P00648";"13---336";"50---157"
"BBa_K2201409";"P00551";"1---813";"1---271"
"BBa_K2201410";"P00551";"945---133";"1---271"
"BBa_K2201411";"Q57834";"1590---2000";"170---306"
"BBa_K2201414";"P00551";"1---813";"1---271"
"BBa_K2201900";"P00551";"343---1155";"1---271"
"BBa_K2201901";"P00648";"355---678";"50---157"
"BBa_K2203000";"P03702";"7---297";"42---138"
"BBa_K2207036";"Q9U6Y8";"7---669";"1---221"
"BBa_K2208001";"P17047";"1---1287";"1---413"
"BBa_K221000";"Q9X839";"1---1098";"1---366"
"BBa_K2210001";"P97046";"1---1770";"1---590"
"BBa_K2215003";"P60052";"1---462";"1---154"
"BBa_K2216001";"P25553";"1---1437";"1---479"
"BBa_K2217012";"P03023";"1---1080";"1---360"
"BBa_K2217014";"P42212";"4---717";"1---238"
"BBa_K2220000";"Q6P9V9";"20---1315";"1---432"
"BBa_K2220001";"P04949";"1---582";"1---194"
"BBa_K2220002";"P04949";"1---582";"1---194"
"BBa_K2220003";"P04949";"1---582";"1---194"
"BBa_K2220003";"P42212";"907---1620";"1---238"
"BBa_K2220004";"P18429";"394---1032";"1---213"
"BBa_K2220005";"A0A0K8P6T7";"397---1185";"28---290"
"BBa_K2220005";"P32781";"1---261";"1---87"
"BBa_K2220006";"P32781";"1---261";"1---87"
"BBa_K2220007";"Q75I93";"397---1833";"26---504"
"BBa_K2220008";"P13860";"487---1452";"126---447"
"BBa_K2220009";"P04949";"295---876";"1---194"
"BBa_K2220010";"P04949";"295---876";"1---194"
"BBa_K2220010";"P42212";"922---1635";"1---238"
"BBa_K2220011";"P04949";"295---876";"1---194"
"BBa_K2220011";"P18429";"922---1560";"1---213"
"BBa_K2220016";"P68370";"1---1296";"1---432"
"BBa_K2220017";"P09244";"1---1281";"1---427"
"BBa_K2220018";"Q9U6Y8";"427---1071";"7---221"
"BBa_K2220019";"P68370";"394---1689";"1---432"
"BBa_K2220020";"P09244";"394---1674";"1---427"
"BBa_K2220021";"Q9U6Y8";"328---972";"7---221"
"BBa_K2220022";"P68370";"295---1584";"1---430"
"BBa_K2220023";"P09244";"295---1575";"1---427"
"BBa_K2220024";"P68370";"1024---2313";"1---430"
"BBa_K2220025";"P09244";"295---1575";"1---427"
"BBa_K2220026";"P68370";"703---1992";"1---430"
"BBa_K2220027";"P09244";"1---1281";"1---427"
"BBa_K2220029";"P18429";"1---639";"1---213"
"BBa_K2220031";"Q75I93";"4---1440";"26---504"
"BBa_K2220032";"P13860";"4---1290";"19---447"
"BBa_K2220033";"P04949";"1---582";"1---194"
"BBa_K2220033";"P18429";"628---1266";"1---213"
"BBa_K2220038";"P04949";"1---582";"1---194"
"BBa_K2220038";"P42212";"628---1341";"1---238"
"BBa_K2223001";"P77567";"1---843";"1---281"
"BBa_K2223003";"Q92PC8";"1---681";"1---227"
"BBa_K2224006";"P32470";"1---1266";"1---422"
"BBa_K2224009";"P05655";"1381---2799";"1---473"
"BBa_K2224009";"Q3YW95";"62---1354";"1---431"
"BBa_K2225000";"Q68KI4";"1---720";"1---240"
"BBa_K2225001";"P31414";"3215---906";"1---770"
"BBa_K2225002";"Q9MAX3";"1---1959";"1---653"
"BBa_K2228001";"P0C618";"34---1380";"2---450"
"BBa_K2228002";"P0C619";"1---561";"1---187"
"BBa_K2228003";"P0C620";"34---303";"18---107"
"BBa_K2228004";"P0C621";"34---1257";"2---409"
"BBa_K2228005";"P54721";"34---885";"2---285"
"BBa_K2228006";"P13859";"1---495";"111---275"
"BBa_K2229450";"Q9F7P4";"1---747";"1---249"
"BBa_K2230001";"P02979";"1---732";"1---244"
"BBa_K2230018";"P0A283";"1---507";"1---169"
"BBa_K2230020";"P37439";"1---1431";"1---477"
"BBa_K2232007";"O07553";"1---1359";"1---453"
"BBa_K2232009";"P0AE70";"565---897";"1---111"
"BBa_K2232009";"P0AE72";"317---562";"1---82"
"BBa_K2232026";"P19638";"451---777";"15---123"
"BBa_K2232051";"P07868";"4---309";"1---102"
"BBa_K2232054";"P07869";"23---1117";"1---365"
"BBa_K2232054";"P07870";"1117---2235";"1---373"
"BBa_K2234002";"P19907";"1---1062";"1---354"
"BBa_K2234003";"P19908";"1---978";"1---326"
"BBa_K2234004";"P24273";"1---708";"1---236"
"BBa_K2235004";"P04482";"1---258";"1---86"
"BBa_K2238000";"P13006";"64---1878";"1---605"
"BBa_K2238001";"P13006";"64---1878";"1---605"
"BBa_K2238002";"P13006";"64---1878";"1---605"
"BBa_K2238003";"P13006";"64---1878";"1---605"
"BBa_K2239011";"P0AET8";"19---780";"2---255"
"BBa_K2239013";"P42212";"19---732";"1---238"
"BBa_K2239014";"P12310";"19---798";"2---261"
"BBa_K2239015";"P26297";"19---1014";"2---333"
"BBa_K2242666";"P0ABM4";"1328---2062";"1---245"
"BBa_K2242666";"P0ABN0";"5238---6287";"1---350"
"BBa_K2242666";"P33927";"2744---4684";"1---647"
"BBa_K2244003";"P0A433";"109---1116";"26---361"
"BBa_K2244005";"Q3YUU1";"1---261";"1---87"
"BBa_K2244008";"Q9U6Y8";"34---678";"7---221"
"BBa_K2247002";"P23585";"1---1623";"1---541"
"BBa_K2247003";"P23585";"1---1623";"1---541"
"BBa_K2247004";"P38695";"1---1776";"1---592"
"BBa_K2247005";"P38695";"1---1776";"1---592"
"BBa_K2247007";"P18526";"4---300";"19---117"
"BBa_K2247008";"P04386";"1---342";"768---881"
"BBa_K2247009";"P04386";"20---460";"1---147"
"BBa_K225000";"P0AEJ5";"1501---2190";"221---450"
"BBa_K2250000";"P16553";"1---1428";"1---476"
"BBa_K2250002";"P16553";"1---1428";"1---476"
"BBa_K2252000";"P0AET1";"109---342";"33---110"
"BBa_K2252002";"P42212";"64---765";"5---238"
"BBa_K2252003";"Q8ISF8";"22---684";"4---224"
"BBa_K2252004";"P42212";"64---765";"5---238"
"BBa_K2255005";"P69169";"103---552";"275---424"
"BBa_K2255008";"P69168";"1---651";"19---235"
"BBa_K2255010";"P03624";"1---960";"18---337"
"BBa_K2255013";"P38443";"1---705";"14---248"
"BBa_K2256000";"Q9UQX0";"1---654";"1---218"
"BBa_K2259010";"P03051";"1---189";"1---63"
"BBa_K2259018";"P00552";"1---177";"1---59"
"BBa_K2259019";"P00552";"1---615";"60---264"
"BBa_K2262002";"P80915";"4---231";"27---102"
"BBa_K2262006";"P69241";"4---156";"30---80"
"BBa_K2262010";"P30230";"4---156";"30---80"
"BBa_K2263000";"O88703";"142---2589";"48---863"
"BBa_K2263001";"Q12809";"1---3477";"1---1159"
"BBa_K2263002";"P35561";"1---1284";"1---428"
"BBa_K2263003";"O54898";"37---6885";"13---2254"
"BBa_K2266000";"P42212";"1---588";"1---196"
"BBa_K2266001";"P03372";"76---792";"311---549"
"BBa_K2267024";"P42212";"223---936";"1---238"
"BBa_K2267027";"P35328";"573---4";"4---193"
"BBa_K2267028";"P42212";"21---734";"1---238"
"BBa_K2268000";"P03034";"750---40";"1---237"
"BBa_K2268002";"P0AE70";"1---333";"1---111"
"BBa_K2269011";"P03558";"727---218";"351---520"
"BBa_K2269012";"Q9SXZ2";"1---525";"1---175"
"BBa_K2269017";"Q9T216";"1---732";"1---244"
"BBa_K2269018";"Q95P04";"2---664";"1---221"
"BBa_K2269019";"Q9U6Y6";"2---688";"1---229"
"BBa_K2269022";"Q95P04";"1---663";"1---221"
"BBa_K227010";"P0AA21";"1---717";"1---239"
"BBa_K2271000";"Q12462";"1---705";"2---236"
"BBa_K2271002";"P42212";"716---1420";"4---238"
"BBa_K2271002";"Q12462";"1427---2131";"2---236"
"BBa_K2271003";"P42212";"540---1253";"1---238"
"BBa_K2271005";"P25584";"3---425";"3---143"
"BBa_K2271006";"P25584";"707---1138";"1---144"
"BBa_K2271006";"P42212";"1145---1858";"1---238"
"BBa_K2271006";"Q12528";"407---78";"1---110"
"BBa_K2271007";"P25584";"707---1138";"1---144"
"BBa_K2271007";"P42212";"1145---1858";"1---238"
"BBa_K2271008";"P25584";"540---971";"1---144"
"BBa_K2271008";"P42212";"978---1691";"1---238"
"BBa_K2271010";"P25584";"707---1138";"1---144"
"BBa_K2271010";"Q12528";"407---78";"1---110"
"BBa_K2271011";"P25584";"704---1135";"1---144"
"BBa_K2271012";"P25584";"539---970";"1---144"
"BBa_K2271013";"P25584";"313---744";"1---144"
"BBa_K2271014";"Q9S3V1";"968---2221";"1---418"
"BBa_K2271020";"P80667";"1---333";"200---310"
"BBa_K2271060";"P31109";"1---285";"2---96"
"BBa_K2271062";"P42212";"1273---1986";"1---238"
"BBa_K2271062";"P80667";"889---1221";"200---310"
"BBa_K2271066";"Q8ISF8";"887---1570";"4---231"
"BBa_K2271067";"P35056";"1---1836";"1---612"
"BBa_K2271104";"P80667";"4---336";"200---310"
"BBa_K2271105";"P35056";"1---1836";"1---612"
"BBa_K2271107";"P35056";"1---1836";"1---612"
"BBa_K2271141";"Q8ISF8";"1290---1952";"4---224"
"BBa_K2271145";"P02945";"1---540";"57---236"
"BBa_K2272002";"Q50925";"166---1875";"1---570"
"BBa_K2272003";"Q50926";"1043---1609";"1---189"
"BBa_K2272003";"Q57142";"166---840";"1---225"
"BBa_K2272014";"Q50926";"1332---1898";"1---189"
"BBa_K2272014";"Q57142";"455---1129";"1---225"
"BBa_K2272015";"Q50926";"1188---1754";"1---189"
"BBa_K2272015";"Q57142";"311---985";"1---225"
"BBa_K2272016";"Q50926";"1184---1750";"1---189"
"BBa_K2272016";"Q57142";"307---981";"1---225"
"BBa_K2272017";"Q50925";"307---2016";"1---570"
"BBa_K2272018";"Q50925";"443---2152";"1---570"
"BBa_K2273021";"P42212";"1---711";"2---238"
"BBa_K2273022";"Q9U6Y8";"31---675";"7---221"
"BBa_K2273033";"P42212";"1---711";"2---238"
"BBa_K2273034";"Q9U6Y8";"31---675";"7---221"
"BBa_K2273035";"Q9U6Y8";"31---675";"7---221"
"BBa_K2273036";"Q9U6Y8";"31---675";"7---221"
"BBa_K2273037";"Q9U6Y8";"78---722";"7---221"
"BBa_K2273038";"Q9U6Y8";"288---932";"7---221"
"BBa_K2273039";"P42212";"1---711";"2---238"
"BBa_K2273040";"P42212";"1---711";"2---238"
"BBa_K2273041";"P42212";"48---758";"2---238"
"BBa_K2273042";"P42212";"258---968";"2---238"
"BBa_K2273103";"P00691";"1---1878";"34---659"
"BBa_K2273104";"P00691";"1---1878";"34---659"
"BBa_K2273108";"P18357";"1---1755";"1---585"
"BBa_K2273109";"P00807";"1---771";"25---281"
"BBa_K2273110";"P0A041";"1---378";"1---126"
"BBa_K2273117";"P39824";"718---1632";"2---306"
"BBa_K2273117";"P42212";"1---711";"2---238"
"BBa_K2275001";"P08201";"1---2541";"1---847"
"BBa_K2275001";"P0A9I8";"2541---2864";"1---108"
"BBa_K2275002";"P50735";"1---1269";"1---423"
"BBa_K2275003";"Q3V5W6";"1---1404";"1---468"
"BBa_K2275004";"P50735";"2688---1417";"1---427"
"BBa_K2275004";"Q3V5W6";"1---1404";"1---468"
"BBa_K2277000";"P78285";"1---495";"1---165"
"BBa_K2277110";"P37652";"1---2232";"1---744"
"BBa_K2279000";"P0DOE3";"1---1134";"1---378"
"BBa_K228000";"P00573";"25---2670";"2---883"
"BBa_K2280003";"P0ADH9";"1---594";"1---198"
"BBa_K2281005";"Q03558";"1---1200";"1---400"
"BBa_K2282001";"Q95P04";"22---678";"3---221"
"BBa_K2286001";"Q9ZER0";"1---879";"1---293"
"BBa_K2286002";"Q9ZER0";"103---981";"1---293"
"BBa_K2286004";"Q9LTS3";"1---1569";"1---523"
"BBa_K2286013";"Q9ZER0";"1---879";"1---293"
"BBa_K2286014";"Q9ZER0";"1---879";"1---293"
"BBa_K2286015";"A0A0K8P6T7";"82---951";"1---290"
"BBa_K2287000";"P42212";"1---714";"1---238"
"BBa_K2287021";"P0A717";"1---945";"1---315"
"BBa_K2287022";"P47989";"1---3999";"1---1333"
"BBa_K2287023";"P0AG17";"1---1515";"1---505"
"BBa_K2287024";"P15640";"3---1277";"5---429"
"BBa_K2287025";"P08178";"2---1015";"8---345"
"BBa_K2287026";"P0A7E0";"1---711";"1---237"
"BBa_K2287027";"P0AG17";"1---1515";"1---505"
"BBa_K2288000";"Q9P1Q5";"37---960";"2---309"
"BBa_K2288001";"P34982";"37---969";"2---312"
"BBa_K2292002";"P0AE70";"249---581";"1---111"
"BBa_K2292002";"P0AE72";"1---246";"1---82"
"BBa_K2293000";"P0ABL1";"1---564";"1---188"
"BBa_K2294000";"P03870";"28---1296";"1---423"
"BBa_K2294444";"P42212";"1---714";"1---238"
"BBa_K2298000";"Q5IS69";"1---468";"133---288"
"BBa_K2298001";"P15692";"1---423";"1---141"
"BBa_K2298002";"P04085";"1---582";"1---194"
"BBa_K2301000";"P06808";"5---658";"1---218"
"BBa_K2301001";"P00720";"5---496";"1---164"
"BBa_K2301002";"P13304";"5---295";"1---97"
"BBa_K2306000";"P42212";"127---840";"1---238"
"BBa_K2306002";"P0CU42";"1---522";"1---174"
"BBa_K2306003";"P0CU39";"1---504";"1---168"
"BBa_K2306005";"P0CU52";"1---681";"1---227"
"BBa_K2306006";"P0CU45";"1---681";"1---227"
"BBa_K2306012";"Q12306";"160---456";"1---99"
"BBa_K2307001";"G5EFF1";"34---1209";"54---445"
"BBa_K2307002";"Q9H0Z9";"88---354";"29---117"
"BBa_K2307003";"Q9U6Y8";"345---1007";"1---221"
"BBa_K2307004";"Q9U6Y8";"345---1007";"1---221"
"BBa_K2308003";"P42212";"4---717";"1---238"
"BBa_K2308011";"P62594";"1---858";"1---286"
"BBa_K2308015";"P03023";"1---1080";"1---360"
"BBa_K2310900";"Q52078";"1---1197";"1---399"
"BBa_K2310998";"P0CX81";"1---183";"1---61"
"BBa_K2314324";"P22144";"1---1089";"1---363"
"BBa_K2314913";"P31867";"1---954";"1---318"
"BBa_K2315002";"P12747";"1---573";"1---191"
"BBa_K2315004";"P12747";"1---573";"1---191"
"BBa_K2315100";"P33883";"1---603";"1---201"
"BBa_K2315103";"P33883";"1---603";"1---201"
"BBa_K2316000";"Q99ZW2";"541---1917";"309---767"
"BBa_K2316001";"Q99ZW2";"541---1917";"309---767"
"BBa_K2316002";"P03209";"1129---1680";"422---605"
"BBa_K2316002";"Q04206";"313---1092";"287---546"
"BBa_K2316003";"P06778";"4276---5688";"1---471"
"BBa_K2316003";"Q99ZW2";"94---4194";"2---1368"
"BBa_K2317001";"P64524";"1---372";"1---124"
"BBa_K2317002";"P76364";"1---366";"1---122"
"BBa_K2317004";"P86029";"1---849";"1---283"
"BBa_K2319007";"Q9U6Y8";"31---675";"7---221"
"BBa_K2322001";"Q00764";"1---1485";"1---495"
"BBa_K2322004";"P09831";"94---909";"1---273"
"BBa_K2322007";"P40387";"1---1539";"1---513"
"BBa_K2323010";"C7NBY4";"1---3447";"1---1151"
"BBa_K2324001";"P08191";"1---744";"1---248"
"BBa_K2324001";"P42212";"736---1449";"1---238"
"BBa_K2324002";"P08191";"772---1614";"20---300"
"BBa_K2324002";"P42212";"64---777";"1---238"
"BBa_K2324003";"P08191";"1---849";"1---283"
"BBa_K2324003";"P42212";"835---1548";"1---238"
"BBa_K2324005";"P08191";"244---1083";"21---300"
"BBa_K2324014";"P08191";"1---918";"1---300"
"BBa_K2324016";"P04128";"155---616";"29---182"
"BBa_K2324016";"P31697";"1260---1982";"1---241"
"BBa_K2324016";"P39264";"684---1220";"1---179"
"BBa_K2324017";"P30130";"67---2700";"1---878"
"BBa_K2324018";"P08189";"10---537";"1---176"
"BBa_K2324018";"P08190";"553---1053";"1---167"
"BBa_K2325001";"O69054";"1---1008";"1---336"
"BBa_K2325002";"O69054";"1042---2049";"1---336"
"BBa_K2326005";"P03023";"1083---4";"1---360"
"BBa_K2327002";"P06633";"189---845";"1---220"
"BBa_K2327003";"P04173";"1421---330";"1---364"
"BBa_K2328003";"P72849";"1---720";"1---240"
"BBa_K2328004";"P72849";"1---720";"1---240"
"BBa_K2328006";"Q9CIT4";"4---588";"245---439"
"BBa_K2328009";"Q5X9Q9";"178---420";"335---415"
"BBa_K2328062";"P72849";"1---720";"1---240"
"BBa_K2328068";"Q9CIT4";"4---321";"245---350"
"BBa_K2329003";"P23270";"1---981";"1---327"
"BBa_K2329004";"A6NHA9";"1---912";"1---304"
"BBa_K2330000";"J7RUA5";"22---3180";"1---1053"
"BBa_K2330002";"Q2RBR1";"4---423";"404---543"
"BBa_K2330002";"Q3YU01";"424---684";"22---108"
"BBa_K2331004";"A3DJ77";"94---1122";"1---343"
"BBa_K2332004";"Q2NB98";"1---675";"1---225"
"BBa_K2332010";"P43261";"1---1977";"1---659"
"BBa_K2332012";"P43261";"22---1992";"2---658"
"BBa_K2332015";"P43261";"22---1992";"2---658"
"BBa_K2332017";"P42212";"1---714";"1---238"
"BBa_K2332020";"P12748";"1---1437";"1---479"
"BBa_K2332020";"P19907";"2409---3470";"1---354"
"BBa_K2332020";"P19908";"3512---4489";"1---326"
"BBa_K2332020";"P24272";"4567---5700";"1---378"
"BBa_K2332021";"P12748";"60---1496";"1---479"
"BBa_K2332021";"P19907";"2468---3529";"1---354"
"BBa_K2332021";"P19908";"3571---4548";"1---326"
"BBa_K2332021";"P24272";"4626---5759";"1---378"
"BBa_K2332030";"P42212";"1999---2706";"3---238"
"BBa_K2332030";"P43261";"1---1974";"1---658"
"BBa_K2332031";"P42212";"25---732";"3---238"
"BBa_K2332032";"P42212";"25---732";"3---238"
"BBa_K2332312";"P09803";"18---2669";"1---884"
"BBa_K2332314";"P09803";"18---2651";"1---878"
"BBa_K2332315";"P42212";"67---768";"3---236"
"BBa_K2332316";"Q04206";"4216---5010";"287---551"
"BBa_K2332316";"Q99ZW2";"43---4143";"2---1368"
"BBa_K2332317";"P42212";"67---768";"3---236"
"BBa_K2332317";"Q04206";"5917---6711";"287---551"
"BBa_K2332317";"Q99ZW2";"1744---5844";"2---1368"
"BBa_K2333007";"P42212";"1---714";"1---238"
"BBa_K2333013";"Q9U6Y8";"1---663";"1---221"
"BBa_K2333440";"P0A9G5";"63---467";"1---135"
"BBa_K2334000";"O32138";"1---1551";"1---517"
"BBa_K2336026";"P13794";"78---626";"2---184"
"BBa_K2336027";"P13794";"78---614";"2---180"
"BBa_K2336028";"P13794";"78---626";"2---184"
"BBa_K2336029";"P13794";"78---626";"2---184"
"BBa_K2336030";"P13794";"78---626";"2---184"
"BBa_K2336031";"P13794";"78---614";"2---180"
"BBa_K2336032";"P13794";"78---626";"2---184"
"BBa_K2336033";"P13794";"78---626";"2---184"
"BBa_K2336034";"P13794";"883---335";"2---184"
"BBa_K2336035";"Q3YWU2";"684---1496";"2---272"
"BBa_K2340000";"C7NBY4";"769---4218";"1---1150"
"BBa_K2340000";"P42212";"19---726";"1---236"
"BBa_K2340012";"C7NBY4";"751---4200";"1---1150"
"BBa_K2340012";"P42212";"25---738";"1---238"
"BBa_K2346002";"Q9HYL2";"7---1914";"1---636"
"BBa_K2346007";"Q9HYL2";"58---1965";"1---636"
"BBa_K2346011";"Q9HYL2";"7---1914";"1---636"
"BBa_K2347000";"Q9LCV9";"1---1719";"1---573"
"BBa_K2347001";"P32816";"1---1110";"1---370"
"BBa_K2347002";"O74192";"1---1824";"1---608"
"BBa_K2347003";"Q60049";"1---615";"1---205"
"BBa_K2347004";"P00432";"1---1581";"1---527"
"BBa_K2349002";"P00724";"46---1596";"16---532"
"BBa_K2349003";"P32021";"1---1050";"1---350"
"BBa_K2350001";"P54973";"1---486";"1---162"
"BBa_K2350002";"P54972";"1---726";"1---242"
"BBa_K2350004";"P73452";"1---1338";"1---446"
"BBa_K2351001";"U2UMQ6";"1---3921";"1---1307"
"BBa_K2351012";"U2UMQ6";"56---3973";"2---1307"
"BBa_K2351013";"Q99ZW2";"55---4146";"2---1365"
"BBa_K2351014";"U2UMQ6";"1---3918";"2---1307"
"BBa_K2352015";"P38840";"1---1539";"1---513"
"BBa_K2352016";"Q06408";"1---1905";"1---635"
"BBa_K2352017";"P00330";"1---1044";"1---348"
"BBa_K2352018";"P06169";"1---1689";"1---563"
"BBa_K2354000";"P00433";"4---927";"31---338"
"BBa_K2354003";"Q02081";"1---1593";"1---531"
"BBa_K2354004";"Q99046";"1---1557";"1---519"
"BBa_K2354005";"P02751";"1---285";"1446---1540"
"BBa_K2354006";"Q96TS6";"1---1047";"1---346"
"BBa_K2354007";"P03372";"4---759";"301---552"
"BBa_K2354008";"P02751";"4---288";"1447---1541"
"BBa_K2354009";"P03372";"1---897";"297---595"
"BBa_K2354010";"P02751";"230---505";"1447---1538"
"BBa_K2354011";"P03372";"1216---2112";"297---595"
"BBa_K2354012";"P00433";"230---1153";"31---338"
"BBa_K2355002";"Q95P04";"1---663";"1---221"
"BBa_K2361000";"Q99ZW2";"2---4105";"1---1368"
"BBa_K2361001";"Q99ZW2";"2---4105";"1---1368"
"BBa_K2362000";"P05704";"81---893";"1---271"
"BBa_K2362000";"P08400";"882---1586";"197---431"
"BBa_K2362002";"P0AFJ5";"9---695";"1---229"
"BBa_K2362003";"P02925";"48---869";"19---296"
"BBa_K2362005";"Q9LX31";"9---803";"1---265"
"BBa_K2362006";"Q8LDU4";"9---965";"1---319"
"BBa_K2362007";"O22527";"9---980";"1---324"
"BBa_K2364002";"P04483";"1---621";"1---207"
"BBa_K2364003";"Q9U6Y8";"1---675";"1---225"
"BBa_K2364004";"P69485";"3---365";"37---157"
"BBa_K2364005";"P03023";"1---1080";"1---360"
"BBa_K2365011";"P03372";"718---1587";"306---595"
"BBa_K2365037";"Q12226";"1---1422";"1---474"
"BBa_K2365043";"P42212";"3---710";"3---238"
"BBa_K2365048";"Q07812";"1---576";"1---192"
"BBa_K2365510";"P03372";"1---1785";"1---595"
"BBa_K2365518";"P55061";"1---684";"1---228"
"BBa_K2365519";"P00573";"1---1689";"1---563"
"BBa_K2367002";"P0A910";"94---438";"66---180"
"BBa_K2367003";"P0AFH8";"1---603";"1---201"
